destination,passanger,weather,temperature,time,coupon,expiration,gender,age,has_children,education,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp
Work,Alone,Rainy,55,7AM,Bar,1d,Male,26,1,Some college - no degree,$12500 - $24999,,1~3,4~8,1~3,4~8,less1,1,0,0,0,1
Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,26,1,Some college - no degree,$12500 - $24999,,1~3,4~8,1~3,4~8,less1,1,1,1,0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,0,0,0,1
No Urgent Place,Alone,Sunny,55,6PM,Coffee House,1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,0,0,0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Coffee House,1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,0,0,0,1
No Urgent Place,Friend(s),Rainy,55,10AM,Carry out & Take away,2h,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,0,0,1
No Urgent Place,Alone,Sunny,55,10PM,Restaurant(20-50),1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,0,0,0,1
No Urgent Place,Friend(s),Rainy,55,6PM,Restaurant(<20),2h,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,0,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,0,0,1,0
Home,Alone,Sunny,55,6PM,Coffee House,1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,0,1,0
Home,Alone,Sunny,55,6PM,Bar,2h,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,0,1,0
Home,Alone,Sunny,55,6PM,Restaurant(<20),1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,0,0,1
Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,0,0,0,1
Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,1,0,1
Work,Alone,Sunny,55,7AM,Bar,1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,0,1,0
Work,Alone,Sunny,30,7AM,Bar,1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,0,0,0,1
Work,Alone,Sunny,30,7AM,Restaurant(<20),1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,1,0,1
Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,0,0,0,1
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,1,0,1
Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,1,0,1
Work,Alone,Sunny,80,7AM,Restaurant(<20),2h,Male,21,0,Bachelors degree,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,0,1
No Urgent Place,Alone,Sunny,55,6PM,Coffee House,1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Coffee House,1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,0,1
No Urgent Place,Friend(s),Rainy,55,10AM,Carry out & Take away,2h,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,1,0,0,1
No Urgent Place,Alone,Sunny,55,10PM,Restaurant(20-50),1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,0,1
No Urgent Place,Friend(s),Rainy,55,6PM,Restaurant(<20),2h,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,1,0
Home,Alone,Sunny,55,6PM,Coffee House,1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,1,0,1,0
Home,Alone,Sunny,55,6PM,Bar,2h,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,1,0,1,0
Home,Alone,Sunny,55,6PM,Restaurant(<20),1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,1,0,0,1
Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,0,1
Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,1,1,0,1
Work,Alone,Sunny,55,7AM,Bar,1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,1,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,1,0,1,0
Work,Alone,Sunny,30,7AM,Bar,1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,0,1
Work,Alone,Sunny,30,7AM,Restaurant(<20),1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,1,1,0,1
Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,0,1
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,1,1,0,1
Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,1,1,0,1
Work,Alone,Sunny,80,7AM,Restaurant(<20),2h,Male,21,0,High School Graduate,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,1,0
No Urgent Place,Kid(s),Rainy,55,10AM,Coffee House,1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,0,0,0,1
No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,1,0,0,1
No Urgent Place,Alone,Sunny,55,6PM,Coffee House,1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,0,0,0,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,1,0,0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Coffee House,1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,0,0,0,1
No Urgent Place,Alone,Sunny,55,10PM,Restaurant(20-50),1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,0,0,0,1
No Urgent Place,Friend(s),Rainy,55,6PM,Restaurant(<20),2h,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,0,0,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,2h,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,0,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,0,0,1,0
Home,Alone,Sunny,55,6PM,Coffee House,1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,1,0,1,0
Home,Kid(s),Sunny,55,6PM,Restaurant(20-50),1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,1,1,0,1
Home,Alone,Sunny,55,6PM,Bar,2h,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,1,0,1,0
Home,Kid(s),Snowy,30,10PM,Restaurant(20-50),2h,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,1,0,0,1
Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,0,0,0,1
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,1,1,0,1
Work,Alone,Sunny,55,7AM,Bar,1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,1,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,1,0,1,0
Work,Alone,Sunny,30,7AM,Bar,1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,0,0,0,1
Work,Alone,Rainy,55,7AM,Bar,1d,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,0,0,0,1
Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,31,1,Associates degree,$37500 - $49999,,never,1~3,1~3,1~3,1~3,1,1,1,0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,0,0,0,1
No Urgent Place,Alone,Sunny,55,6PM,Coffee House,1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,0,0,0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Coffee House,1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,0,0,0,1
No Urgent Place,Friend(s),Rainy,55,10AM,Carry out & Take away,2h,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,1,0,0,1
No Urgent Place,Alone,Sunny,55,10PM,Restaurant(20-50),1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,0,0,0,1
No Urgent Place,Friend(s),Rainy,55,6PM,Restaurant(<20),2h,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,0,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,0,0,1,0
Home,Alone,Sunny,55,6PM,Coffee House,1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,1,0,1,0
Home,Alone,Sunny,55,6PM,Bar,2h,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,1,0,1,0
Home,Alone,Sunny,55,6PM,Restaurant(<20),1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,1,0,0,1
Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,0,0,0,1
Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,1,1,0,1
Work,Alone,Sunny,55,7AM,Bar,1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,1,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,1,0,1,0
Work,Alone,Sunny,30,7AM,Bar,1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,0,0,0,1
Work,Alone,Sunny,30,7AM,Restaurant(<20),1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,1,1,0,1
Work,Alone,Rainy,55,7AM,Bar,1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,0,0,0,1
Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,1,1,0,1
Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,1,1,0,1
Work,Alone,Sunny,80,7AM,Restaurant(<20),2h,Male,21,0,Some college - no degree,$75000 - $87499,,1~3,4~8,less1,less1,never,1,0,0,1,0
No Urgent Place,Alone,Sunny,55,6PM,Coffee House,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,0,0,0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Coffee House,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,0,0,0,1
No Urgent Place,Alone,Sunny,55,10PM,Restaurant(20-50),1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,0,0,0,1
No Urgent Place,Friend(s),Rainy,55,6PM,Restaurant(<20),2h,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,0,0,0,1
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(<20),2h,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,1,0,0,1
No Urgent Place,Partner,Rainy,55,10PM,Restaurant(20-50),2h,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,0,0,0,1
No Urgent Place,Partner,Rainy,55,10PM,Carry out & Take away,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,0,0,0,1
No Urgent Place,Partner,Snowy,30,2PM,Bar,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,0,0,1,0
Home,Partner,Rainy,55,10PM,Bar,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,1,0,0,1
Home,Alone,Sunny,55,6PM,Coffee House,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,1,0,1,0
Home,Alone,Sunny,55,6PM,Bar,2h,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,1,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,1,0,0,1
Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,1,0,1,0
Home,Partner,Sunny,55,10PM,Bar,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,0,0,0,1
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,0,0,0,1
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,1,1,0,1
Work,Alone,Sunny,55,7AM,Bar,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,1,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,1,0,1,0
Work,Alone,Sunny,30,7AM,Bar,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,0,0,0,1
Work,Alone,Rainy,55,7AM,Bar,1d,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,0,0,0,1
Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,31,0,Some college - no degree,$100000 or More,,less1,less1,gt8,4~8,1~3,1,1,1,0,1
No Urgent Place,Kid(s),Rainy,55,10AM,Coffee House,1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,0,0,0,1
No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,1,0,0,1
No Urgent Place,Alone,Sunny,55,6PM,Coffee House,1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,0,0,0,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(20-50),2h,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,1,0,0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Coffee House,1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,0,0,0,1
No Urgent Place,Alone,Sunny,55,10PM,Restaurant(20-50),1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,0,0,0,1
No Urgent Place,Friend(s),Rainy,55,6PM,Restaurant(<20),2h,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,0,0,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,2h,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,0,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,0,0,1,0
Home,Alone,Sunny,55,6PM,Coffee House,1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,1,0,1,0
Home,Kid(s),Sunny,55,6PM,Restaurant(20-50),1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,1,1,0,1
Home,Alone,Sunny,55,6PM,Bar,2h,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,1,0,1,0
Home,Kid(s),Snowy,30,10PM,Restaurant(20-50),2h,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,1,0,0,1
Home,Alone,Snowy,30,6PM,Coffee House,1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,0,0,0,1
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,1,1,0,1
Work,Alone,Sunny,55,7AM,Bar,1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,1,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,1,0,1,0
Work,Alone,Sunny,30,7AM,Bar,1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,0,0,0,1
Work,Alone,Rainy,55,7AM,Bar,1d,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,0,0,0,1
Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,21,1,Associates degree,$50000 - $62499,,never,1~3,1~3,1~3,less1,1,1,1,0,1
No Urgent Place,Alone,Sunny,55,6PM,Coffee House,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Coffee House,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1
No Urgent Place,Alone,Sunny,55,10PM,Restaurant(20-50),1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1
No Urgent Place,Friend(s),Rainy,55,6PM,Restaurant(<20),2h,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1
No Urgent Place,Partner,Sunny,80,10AM,Restaurant(<20),2h,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1
No Urgent Place,Partner,Rainy,55,10PM,Restaurant(20-50),2h,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1
No Urgent Place,Partner,Rainy,55,10PM,Carry out & Take away,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1
No Urgent Place,Partner,Snowy,30,2PM,Bar,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,1,0
Home,Partner,Rainy,55,10PM,Bar,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1
Home,Alone,Sunny,55,6PM,Coffee House,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,1,0
Home,Alone,Sunny,55,6PM,Bar,2h,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,1,0
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,0,1
Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,1,0
Home,Partner,Sunny,55,10PM,Bar,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1
Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,1,0,1
Work,Alone,Sunny,55,7AM,Bar,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,0,1,0
Work,Alone,Sunny,30,7AM,Bar,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1
Work,Alone,Rainy,55,7AM,Bar,1d,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,0,0,0,1
Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Male,26,0,Some college - no degree,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,1,0,1
No Urgent Place,Kid(s),Rainy,55,10AM,Coffee House,1d,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,0,0,0,1
No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,1d,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,1,0,0,1
No Urgent Place,Alone,Sunny,55,6PM,Coffee House,1d,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,0,0,0,1
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(20-50),2h,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,1,0,0,1
No Urgent Place,Friend(s),Sunny,30,10PM,Coffee House,1d,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,0,0,0,1
No Urgent Place,Alone,Sunny,55,10PM,Restaurant(20-50),1d,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,0,0,0,1
No Urgent Place,Friend(s),Rainy,55,6PM,Restaurant(<20),2h,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,0,0,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,2h,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,0,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,0,0,1,0
Home,Alone,Sunny,55,6PM,Coffee House,1d,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,1,0,1,0
Home,Kid(s),Sunny,55,6PM,Restaurant(20-50),1d,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,1,1,0,1
Home,Alone,Sunny,55,6PM,Bar,2h,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,1,0,1,0
Home,Kid(s),Snowy,30,10PM,Restaurant(20-50),2h,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,1,0,0,1
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,1,0,0,1
Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,26,1,Bachelors degree,$50000 - $62499,,never,less1,less1,1~3,less1,1,1,0,1,0
