occupation,maritalStatus,,Y
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,0
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,1
Office & Administrative Support,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Sales & Related,Divorced,,0
Sales & Related,Divorced,,0
Sales & Related,Divorced,,1
Sales & Related,Divorced,,1
Sales & Related,Divorced,,0
Sales & Related,Divorced,,1
Sales & Related,Divorced,,0
Sales & Related,Divorced,,0
Sales & Related,Divorced,,0
Sales & Related,Divorced,,1
Sales & Related,Divorced,,1
Sales & Related,Divorced,,0
Sales & Related,Divorced,,0
Sales & Related,Divorced,,1
Sales & Related,Divorced,,0
Sales & Related,Divorced,,0
Sales & Related,Divorced,,0
Sales & Related,Divorced,,0
Sales & Related,Divorced,,1
Sales & Related,Divorced,,1
Sales & Related,Divorced,,1
Sales & Related,Divorced,,0
Retired,Unmarried partner,,0
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,0
Retired,Unmarried partner,,1
Retired,Unmarried partner,,0
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,0
Retired,Unmarried partner,,0
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Retired,Unmarried partner,,1
Student,Single,,1
Student,Single,,0
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,1
Community & Social Services,Divorced,,0
Community & Social Services,Divorced,,1
Community & Social Services,Divorced,,1
Community & Social Services,Divorced,,1
Community & Social Services,Divorced,,1
Community & Social Services,Divorced,,0
Community & Social Services,Divorced,,0
Community & Social Services,Divorced,,1
Community & Social Services,Divorced,,1
Community & Social Services,Divorced,,1
Community & Social Services,Divorced,,0
Community & Social Services,Divorced,,1
Community & Social Services,Divorced,,0
Community & Social Services,Divorced,,1
Community & Social Services,Divorced,,0
Community & Social Services,Divorced,,0
Community & Social Services,Divorced,,1
Community & Social Services,Divorced,,0
Community & Social Services,Divorced,,1
Community & Social Services,Divorced,,1
Community & Social Services,Divorced,,1
Community & Social Services,Divorced,,0
Office & Administrative Support,Married partner,,0
Office & Administrative Support,Married partner,,0
Office & Administrative Support,Married partner,,1
Office & Administrative Support,Married partner,,1
Office & Administrative Support,Married partner,,1
Office & Administrative Support,Married partner,,0
Office & Administrative Support,Married partner,,1
Office & Administrative Support,Married partner,,0
Office & Administrative Support,Married partner,,0
Office & Administrative Support,Married partner,,1
Office & Administrative Support,Married partner,,1
Office & Administrative Support,Married partner,,0
Office & Administrative Support,Married partner,,0
Office & Administrative Support,Married partner,,1
Office & Administrative Support,Married partner,,0
Office & Administrative Support,Married partner,,0
Office & Administrative Support,Married partner,,1
Office & Administrative Support,Married partner,,1
Office & Administrative Support,Married partner,,1
Office & Administrative Support,Married partner,,0
Office & Administrative Support,Married partner,,0
Office & Administrative Support,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,0
Sales & Related,Married partner,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,0
Business & Financial,Single,,0
Business & Financial,Single,,0
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,0
Business & Financial,Single,,1
Business & Financial,Single,,0
Business & Financial,Single,,1
Business & Financial,Single,,1
Business & Financial,Single,,1
Transportation & Material Moving,Unmarried partner,,1
Transportation & Material Moving,Unmarried partner,,1
Transportation & Material Moving,Unmarried partner,,0
Transportation & Material Moving,Unmarried partner,,1
Transportation & Material Moving,Unmarried partner,,1
Transportation & Material Moving,Unmarried partner,,0
Transportation & Material Moving,Unmarried partner,,1
Transportation & Material Moving,Unmarried partner,,0
Transportation & Material Moving,Unmarried partner,,1
Transportation & Material Moving,Unmarried partner,,0
Transportation & Material Moving,Unmarried partner,,1
Transportation & Material Moving,Unmarried partner,,0
Transportation & Material Moving,Unmarried partner,,1
Transportation & Material Moving,Unmarried partner,,0
Transportation & Material Moving,Unmarried partner,,1
Transportation & Material Moving,Unmarried partner,,1
Transportation & Material Moving,Unmarried partner,,1
Transportation & Material Moving,Unmarried partner,,0
Transportation & Material Moving,Unmarried partner,,1
Transportation & Material Moving,Unmarried partner,,0
Transportation & Material Moving,Unmarried partner,,0
Transportation & Material Moving,Unmarried partner,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,1
Student,Single,,0
Student,Single,,0
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,0
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,1
Student,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,1
Management,Married partner,,0
Management,Married partner,,0
Management,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,1
Unemployed,Married partner,,0
Unemployed,Married partner,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,1
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Unemployed,Single,,0
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Business & Financial,Married partner,,1
Business & Financial,Married partner,,0
Business & Financial,Married partner,,0
Business & Financial,Married partner,,1
Business & Financial,Married partner,,1
Business & Financial,Married partner,,1
Business & Financial,Married partner,,1
Business & Financial,Married partner,,0
Business & Financial,Married partner,,1
Business & Financial,Married partner,,1
Business & Financial,Married partner,,0
Business & Financial,Married partner,,1
Business & Financial,Married partner,,1
Business & Financial,Married partner,,1
Business & Financial,Married partner,,0
Business & Financial,Married partner,,0
Business & Financial,Married partner,,1
Business & Financial,Married partner,,1
Business & Financial,Married partner,,0
Business & Financial,Married partner,,0
Business & Financial,Married partner,,0
Business & Financial,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,0
Computer & Mathematical,Married partner,,1
Computer & Mathematical,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Retired,Divorced,,1
Retired,Divorced,,1
Retired,Divorced,,0
Retired,Divorced,,0
Retired,Divorced,,1
Retired,Divorced,,1
Retired,Divorced,,1
Retired,Divorced,,0
Retired,Divorced,,0
Retired,Divorced,,1
Retired,Divorced,,1
Retired,Divorced,,1
Retired,Divorced,,1
Retired,Divorced,,1
Retired,Divorced,,0
Retired,Divorced,,0
Retired,Divorced,,0
Retired,Divorced,,1
Retired,Divorced,,1
Retired,Divorced,,1
Retired,Divorced,,0
Retired,Divorced,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,1
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,0
Sales & Related,Unmarried partner,,1
Building & Grounds Cleaning & Maintenance,Married partner,,1
Building & Grounds Cleaning & Maintenance,Married partner,,0
Building & Grounds Cleaning & Maintenance,Married partner,,1
Building & Grounds Cleaning & Maintenance,Married partner,,1
Building & Grounds Cleaning & Maintenance,Married partner,,1
Building & Grounds Cleaning & Maintenance,Married partner,,0
Building & Grounds Cleaning & Maintenance,Married partner,,1
Building & Grounds Cleaning & Maintenance,Married partner,,1
Building & Grounds Cleaning & Maintenance,Married partner,,1
Building & Grounds Cleaning & Maintenance,Married partner,,1
Building & Grounds Cleaning & Maintenance,Married partner,,1
Building & Grounds Cleaning & Maintenance,Married partner,,0
Building & Grounds Cleaning & Maintenance,Married partner,,1
Building & Grounds Cleaning & Maintenance,Married partner,,1
Building & Grounds Cleaning & Maintenance,Married partner,,0
Building & Grounds Cleaning & Maintenance,Married partner,,0
Building & Grounds Cleaning & Maintenance,Married partner,,1
Building & Grounds Cleaning & Maintenance,Married partner,,0
Building & Grounds Cleaning & Maintenance,Married partner,,0
Building & Grounds Cleaning & Maintenance,Married partner,,0
Building & Grounds Cleaning & Maintenance,Married partner,,0
Building & Grounds Cleaning & Maintenance,Married partner,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,0
Transportation & Material Moving,Single,,0
Transportation & Material Moving,Single,,0
Transportation & Material Moving,Single,,1
Transportation & Material Moving,Single,,0
Transportation & Material Moving,Single,,0
Transportation & Material Moving,Single,,0
Transportation & Material Moving,Single,,0
Transportation & Material Moving,Single,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,1
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,0
Education&Training&Library,Married partner,,1
Personal Care & Service,Married partner,,1
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,1
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,1
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,1
Personal Care & Service,Married partner,,1
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,0
Personal Care & Service,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,0
Construction & Extraction,Married partner,,0
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,0
Construction & Extraction,Married partner,,0
Construction & Extraction,Married partner,,0
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,0
Construction & Extraction,Married partner,,0
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,0
Construction & Extraction,Married partner,,0
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,1
Construction & Extraction,Married partner,,0
Construction & Extraction,Married partner,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,1
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,0
Computer & Mathematical,Single,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,1
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,0
Arts Design Entertainment Sports & Media,Married partner,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,1
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Unemployed,Unmarried partner,,0
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,0
Healthcare Practitioners & Technical,Married partner,,1
Healthcare Practitioners & Technical,Married partner,,1
